set	t_s	kind	node	sensor	note	ch	vel_emitted	dt_ms
ff	33.19450306892395	OFF	4	0	C4(60)	2	109	13.3
ff	33.19450783729553	OFF	4	19	G5(79)	2	106	16.6
ff	33.19451284408569	OFF	3	24	F3(53)	2	98	24.9
ff	33.194517850875854	OFF	4	17	F5(77)	2	106	16.6
ff	33.1945219039917	OFF	4	26	D6(86)	2	92	33.3
ff	33.19452691078186	OFF	3	30	B3(59)	2	109	13.3
ff	33.194530963897705	OFF	4	2	D4(62)	2	103	19.9
ff	33.194535970687866	OFF	3	26	G3(55)	2	101	21.6
ff	33.19456386566162	OFF	4	21	A5(81)	2	103	19.9
ff	33.19456911087036	OFF	3	28	A3(57)	2	96	28.3
ff	33.297173738479614	ON	4	25	C#6(85)	2	115	1.6
ff	33.29718089103699	ON	4	23	B5(83)	2	115	0.0
ff	33.2971830368042	ON	4	27	D#6(87)	2	115	0.0
ff	33.29718589782715	ON	4	24	C6(84)	2	115	1.6
ff	33.29718780517578	ON	4	19	G5(79)	2	115	1.6
ff	33.29718995094299	ON	4	28	E6(88)	2	115	4.9
ff	33.297192096710205	ON	4	26	D6(86)	2	115	3.3
ff	33.297194957733154	ON	4	29	F6(89)	2	114	8.3
ff	33.29719591140747	ON	3	30	B3(59)	2	115	3.3
ff	33.297199010849	ON	4	0	C4(60)	2	115	3.3
ff	33.29720091819763	ON	4	1	C#4(61)	2	115	3.3
ff	33.297203063964844	OFF	4	26	D6(86)	2	109	13.3
ff	33.349992990493774	ON	4	3	D#4(63)	2	115	1.6
ff	33.35000681877136	ON	3	29	A#3(58)	2	115	3.3
ff	33.350013971328735	OFF	4	19	G5(79)	2	111	11.6
ff	33.35001993179321	OFF	4	23	B5(83)	2	115	6.6
ff	33.350024938583374	ON	4	5	F4(65)	2	115	6.6
ff	33.35003089904785	OFF	4	28	E6(88)	2	107	14.9
ff	33.35003709793091	OFF	4	24	C6(84)	2	98	24.9
ff	33.35004186630249	OFF	4	29	F6(89)	2	106	16.6
ff	33.35004711151123	ON	4	2	D4(62)	2	112	9.9
ff	33.35005283355713	OFF	4	27	D#6(87)	2	115	6.6
ff	33.35005807876587	OFF	4	3	D#4(63)	2	115	4.9
ff	33.35006284713745	OFF	4	2	D4(62)	2	106	16.6
ff	33.35006809234619	OFF	4	25	C#6(85)	2	98	24.9
ff	33.35007286071777	OFF	4	0	C4(60)	2	115	4.9
ff	33.350078105926514	OFF	4	1	C#4(61)	2	115	6.6
ff	33.350082874298096	OFF	3	30	B3(59)	2	112	9.9
ff	33.401822090148926	OFF	4	5	F4(65)	2	104	18.3
ff	33.40183091163635	OFF	3	29	A#3(58)	2	92	33.3
ff	33.45314288139343	ON	4	27	D#6(87)	2	115	1.6
ff	33.45315480232239	ON	4	6	F#4(66)	2	115	3.3
ff	33.453161001205444	ON	4	29	F6(89)	2	115	4.9
ff	33.45316696166992	ON	4	21	A5(81)	2	115	3.3
ff	33.4531729221344	ON	4	2	D4(62)	2	115	1.6
ff	33.45317792892456	ON	4	3	D#4(63)	2	115	1.6
ff	33.45318293571472	ON	4	1	C#4(61)	2	115	4.9
ff	33.45318794250488	ON	4	24	C6(84)	2	115	4.9
ff	33.453192949295044	ON	4	0	C4(60)	2	115	4.9
ff	33.453197956085205	ON	4	28	E6(88)	2	115	4.9
ff	33.453202962875366	ON	4	5	F4(65)	2	115	1.6
ff	33.45320677757263	ON	4	26	D6(86)	2	115	4.9
ff	33.45321083068848	ON	4	4	E4(64)	2	115	3.3
ff	33.503933906555176	OFF	4	24	C6(84)	2	112	9.9
ff	33.50394296646118	OFF	4	26	D6(86)	2	106	16.6
ff	33.50394678115845	OFF	4	28	E6(88)	2	111	11.6
ff	33.503949880599976	OFF	4	5	F4(65)	2	114	8.3
ff	33.504032135009766	OFF	4	3	D#4(63)	2	115	3.3
ff	33.50403594970703	OFF	4	4	E4(64)	2	111	11.6
ff	33.504037857055664	OFF	4	27	D#6(87)	2	115	6.6
ff	33.50404095649719	OFF	4	2	D4(62)	2	106	16.6
ff	33.50404214859009	OFF	4	21	A5(81)	2	106	16.6
ff	33.50404477119446	OFF	4	0	C4(60)	2	112	9.9
ff	33.50404691696167	OFF	4	6	F#4(66)	2	111	11.6
ff	33.50404906272888	OFF	4	29	F6(89)	2	90	36.6
ff	33.55745601654053	OFF	4	1	C#4(61)	2	101	21.6
ff	33.55746793746948	ON	4	5	F4(65)	2	101	21.6
ff	33.608043909072876	OFF	4	5	F4(65)	2	91	34.9
ff	33.6080539226532	ON	4	25	C#6(85)	2	115	1.6
ff	33.60805797576904	ON	4	27	D#6(87)	2	115	1.6
ff	33.608059883117676	ON	4	28	E6(88)	2	115	1.6
ff	33.608062982559204	ON	4	21	A5(81)	2	115	3.3
ff	33.60806584358215	ON	4	24	C6(84)	2	115	3.3
ff	33.608067989349365	ON	4	26	D6(86)	2	115	3.3
ff	33.608069896698	ON	4	29	F6(89)	2	114	8.3
ff	33.60807204246521	ON	4	23	B5(83)	2	115	1.6
ff	33.60807490348816	ON	4	10	A#4(70)	2	115	1.6
ff	33.60807681083679	ON	4	6	F#4(66)	2	115	1.6
ff	33.60807776451111	ON	4	8	G#4(68)	2	115	3.3
ff	33.66082286834717	OFF	4	23	B5(83)	2	115	4.9
ff	33.66083097457886	ON	4	4	E4(64)	2	115	3.3
ff	33.66083383560181	ON	4	19	G5(79)	2	115	6.6
ff	33.66086292266846	ON	4	5	F4(65)	2	114	8.3
ff	33.66086483001709	OFF	4	24	C6(84)	2	104	18.3
ff	33.6608669757843	OFF	4	29	F6(89)	2	111	11.6
ff	33.66086983680725	OFF	4	27	D#6(87)	2	115	6.6
ff	33.66087198257446	OFF	4	28	E6(88)	2	107	14.9
ff	33.660874128341675	OFF	4	26	D6(86)	2	101	21.6
ff	33.66087579727173	OFF	4	19	G5(79)	2	107	14.9
ff	33.66087794303894	OFF	4	6	F#4(66)	2	112	9.9
ff	33.66087985038757	OFF	4	25	C#6(85)	2	107	14.9
ff	33.660881996154785	OFF	4	8	G#4(68)	2	106	16.6
ff	33.66088509559631	OFF	4	21	A5(81)	2	101	21.6
ff	33.66088581085205	OFF	4	10	A#4(70)	2	101	21.6
ff	33.71479105949402	OFF	4	4	E4(64)	2	104	18.3
ff	33.71480083465576	OFF	4	5	F4(65)	2	93	31.6
ff	34.2946879863739	ON	3	5	A#1(34)	2	115	1.6
ff	34.344833850860596	ON	3	3	G#1(32)	2	115	1.6
ff	34.34485101699829	ON	3	1	F#1(30)	2	115	6.6
ff	34.34485578536987	ON	3	6	B1(35)	2	115	4.9
ff	34.34485983848572	ON	3	11	E2(40)	2	115	1.6
ff	34.344862937927246	ON	4	13	C#5(73)	2	115	3.3
ff	34.34486794471741	ON	3	4	A1(33)	2	115	4.9
ff	34.34487199783325	ON	3	7	C2(36)	2	115	3.3
ff	34.34487581253052	ON	3	9	D2(38)	2	115	3.3
ff	34.34487986564636	ON	4	10	A#4(70)	2	115	1.6
ff	34.34488296508789	ON	4	12	C5(72)	2	115	3.3
ff	34.344886779785156	ON	3	2	G1(31)	2	114	8.3
ff	34.344923973083496	ON	4	8	G#4(68)	2	115	1.6
ff	34.34493398666382	ON	4	11	B4(71)	2	115	1.6
ff	34.34493899345398	ON	4	9	A4(69)	2	115	1.6
ff	34.34495186805725	ON	4	14	D5(74)	2	115	4.9
ff	34.344955921173096	ON	4	5	F4(65)	2	115	6.6
ff	34.34495997428894	OFF	3	11	E2(40)	2	104	18.3
ff	34.34498596191406	OFF	3	7	C2(36)	2	106	16.6
ff	34.34498906135559	OFF	3	1	F#1(30)	2	111	11.6
ff	34.344992876052856	OFF	3	9	D2(38)	2	112	9.9
ff	34.344995975494385	OFF	4	9	A4(69)	2	115	6.6
ff	34.34500002861023	OFF	3	2	G1(31)	2	94	29.9
ff	34.34500312805176	OFF	3	4	A1(33)	2	101	21.6
ff	34.34500598907471	OFF	3	6	B1(35)	2	97	26.6
ff	34.39760994911194	OFF	3	3	G#1(32)	2	115	6.6
ff	34.397666931152344	OFF	4	11	B4(71)	2	107	14.9
ff	34.397671937942505	OFF	3	5	A#1(34)	2	106	16.6
ff	34.39767575263977	OFF	4	10	A#4(70)	2	94	29.9
ff	34.3976788520813	OFF	4	12	C5(72)	2	94	29.9
ff	34.39768099784851	OFF	4	14	D5(74)	2	107	14.9
ff	34.39768409729004	OFF	4	5	F4(65)	2	107	14.9
ff	34.39768576622009	OFF	4	8	G#4(68)	2	88	39.9
ff	34.39768886566162	OFF	4	13	C#5(73)	2	107	14.9
ff	34.44861388206482	ON	3	5	A#1(34)	2	115	1.6
ff	34.44862699508667	ON	3	1	F#1(30)	2	115	3.3
ff	34.448633909225464	ON	3	6	B1(35)	2	115	1.6
ff	34.448638916015625	ON	3	3	G#1(32)	2	115	1.6
ff	34.4486448764801	ON	3	4	A1(33)	2	115	3.3
ff	34.44864892959595	ON	3	2	G1(31)	2	115	4.9
ff	34.44865393638611	ON	3	7	C2(36)	2	115	3.3
ff	34.4990599155426	ON	3	0	F1(29)	2	115	6.6
ff	34.49907207489014	ON	4	8	G#4(68)	2	115	1.6
ff	34.49907684326172	ON	4	10	A#4(70)	2	115	1.6
ff	34.49908375740051	ON	4	13	C#5(73)	2	115	4.9
ff	34.49908995628357	ON	4	9	A4(69)	2	115	1.6
ff	34.49909591674805	ON	4	5	F4(65)	2	115	1.6
ff	34.49910092353821	ON	4	11	B4(71)	2	115	1.6
ff	34.49910593032837	ON	4	12	C5(72)	2	115	3.3
ff	34.49911093711853	ON	3	9	D2(38)	2	114	8.3
ff	34.49911594390869	ON	3	11	E2(40)	2	115	3.3
ff	34.49912095069885	ON	4	7	G4(67)	2	115	1.6
ff	34.499125719070435	ON	3	10	D#2(39)	2	112	9.9
ff	34.499130964279175	OFF	3	11	E2(40)	2	115	3.3
ff	34.499135971069336	OFF	3	7	C2(36)	2	115	6.6
ff	34.49914193153381	OFF	4	7	G4(67)	2	115	1.6
ff	34.499146699905396	OFF	3	2	G1(31)	2	104	18.3
ff	34.499151945114136	OFF	3	0	F1(29)	2	111	11.6
ff	34.4991569519043	OFF	4	11	B4(71)	2	115	4.9
ff	34.49916076660156	OFF	3	4	A1(33)	2	100	23.3
ff	34.4991660118103	OFF	3	9	D2(38)	2	109	13.3
ff	34.499170780181885	OFF	3	3	G#1(32)	2	115	6.6
ff	34.49917507171631	OFF	4	12	C5(72)	2	101	21.6
ff	34.54993009567261	OFF	3	6	B1(35)	2	93	31.6
ff	34.54993796348572	OFF	3	10	D#2(39)	2	93	31.6
ff	34.549941062927246	OFF	4	5	F4(65)	2	107	14.9
ff	34.549943923950195	OFF	3	5	A#1(34)	2	109	13.3
ff	34.54994583129883	OFF	4	9	A4(69)	2	103	19.9
ff	34.549948930740356	OFF	4	10	A#4(70)	2	97	26.6
ff	34.549952030181885	OFF	3	1	F#1(30)	2	107	14.9
ff	34.54995393753052	OFF	4	8	G#4(68)	2	112	9.9
ff	34.54995584487915	OFF	4	13	C#5(73)	2	100	23.3
ff	34.600130796432495	ON	3	1	F#1(30)	2	115	1.6
ff	34.600141763687134	ON	3	5	A#1(34)	2	115	3.3
ff	34.60014796257019	ON	3	3	G#1(32)	2	115	0.0
ff	34.60015296936035	ON	3	4	A1(33)	2	115	3.3
ff	34.65035891532898	ON	3	2	G1(31)	2	115	4.9
ff	34.65036606788635	ON	3	6	B1(35)	2	115	6.6
ff	34.65036988258362	ON	3	7	C2(36)	2	115	3.3
ff	34.65037393569946	ON	4	8	G#4(68)	2	115	1.6
ff	34.65037798881531	ON	3	0	F1(29)	2	114	8.3
ff	34.65038299560547	ON	3	9	D2(38)	2	115	4.9
ff	34.65038704872131	ON	4	10	A#4(70)	2	115	3.3
ff	34.65039086341858	ON	4	7	G4(67)	2	115	1.6
ff	34.65039396286011	OFF	3	7	C2(36)	2	115	3.3
ff	34.65039801597595	ON	4	11	B4(71)	2	115	3.3
ff	34.6504008769989	ON	4	9	A4(69)	2	115	6.6
ff	34.650404930114746	ON	4	12	C5(72)	2	115	6.6
ff	34.65040898323059	ON	4	5	F4(65)	2	115	6.6
ff	34.65041184425354	OFF	4	7	G4(67)	2	115	3.3
ff	34.650415897369385	OFF	3	6	B1(35)	2	96	28.3
ff	34.65041995048523	OFF	4	11	B4(71)	2	115	3.3
ff	34.65042281150818	OFF	3	2	G1(31)	2	104	18.3
ff	34.65042686462402	OFF	3	3	G#1(32)	2	115	6.6
ff	34.65042996406555	OFF	3	1	F#1(30)	2	112	9.9
ff	34.65043377876282	OFF	3	4	A1(33)	2	100	23.3
ff	34.650436878204346	OFF	3	5	A#1(34)	2	111	11.6
ff	34.650439977645874	OFF	3	9	D2(38)	2	109	13.3
ff	34.70096707344055	OFF	4	12	C5(72)	2	91	34.9
ff	34.700973987579346	OFF	4	8	G#4(68)	2	100	23.3
ff	34.700976848602295	OFF	4	9	A4(69)	2	104	18.3
ff	34.700981855392456	OFF	4	10	A#4(70)	2	106	16.6
ff	34.70098376274109	OFF	3	0	F1(29)	2	93	31.6
ff	34.7009859085083	OFF	4	5	F4(65)	2	98	24.9
ff	34.751140832901	ON	3	5	A#1(34)	2	115	1.6
ff	34.75114989280701	ON	3	3	G#1(32)	2	115	0.0
ff	34.75115489959717	ON	3	4	A1(33)	2	115	3.3
ff	34.75115776062012	ON	3	6	B1(35)	2	115	3.3
ff	34.75116300582886	ON	4	10	A#4(70)	2	115	1.6
ff	34.7511670589447	ON	3	2	G1(31)	2	115	4.9
ff	34.75116991996765	ON	4	8	G#4(68)	2	115	0.0
ff	34.751173973083496	ON	3	7	C2(36)	2	115	3.3
ff	34.751177072525024	ON	3	9	D2(38)	2	115	3.3
ff	34.75118088722229	ON	4	7	G4(67)	2	115	1.6
ff	34.75118398666382	ON	4	9	A4(69)	2	115	4.9
ff	34.75118803977966	ON	4	11	B4(71)	2	115	0.0
ff	34.75119090080261	ON	4	5	F4(65)	2	115	3.3
ff	34.75119400024414	ON	4	12	C5(72)	2	115	6.6
ff	34.803252935409546	ON	3	11	E2(40)	2	115	3.3
ff	34.80326795578003	OFF	4	11	B4(71)	2	115	3.3
ff	34.803272008895874	OFF	3	11	E2(40)	2	112	9.9
ff	34.80327486991882	OFF	3	7	C2(36)	2	114	8.3
ff	34.80327796936035	OFF	3	9	D2(38)	2	111	11.6
ff	34.8032808303833	OFF	4	9	A4(69)	2	111	11.6
ff	34.80328392982483	OFF	3	2	G1(31)	2	101	21.6
ff	34.80328583717346	OFF	4	5	F4(65)	2	111	11.6
ff	34.803287744522095	OFF	3	3	G#1(32)	2	115	6.6
ff	34.80329084396362	OFF	4	7	G4(67)	2	114	8.3
ff	34.803292989730835	OFF	4	12	C5(72)	2	92	33.3
ff	34.80329608917236	OFF	3	4	A1(33)	2	97	26.6
ff	34.80329775810242	OFF	3	6	B1(35)	2	89	38.3
ff	34.80329990386963	OFF	3	5	A#1(34)	2	106	16.6
ff	34.80330204963684	OFF	4	8	G#4(68)	2	104	18.3
ff	34.8583459854126	OFF	4	10	A#4(70)	2	94	29.9
ff	35.175458908081055	ON	3	18	B2(47)	2	115	1.6
ff	35.175467014312744	ON	3	22	D#3(51)	2	115	1.6
ff	35.17547082901001	ON	3	19	C3(48)	2	115	1.6
ff	35.17547392845154	ON	3	20	C#3(49)	2	115	3.3
ff	35.17547607421875	ON	3	24	F3(53)	2	115	6.6
ff	35.1754789352417	ON	3	23	E3(52)	2	115	3.3
ff	35.17548179626465	ON	4	1	C#4(61)	2	115	1.6
ff	35.17548489570618	ON	3	21	D3(50)	2	115	4.9
ff	35.17551398277283	ON	3	29	A#3(58)	2	115	3.3
ff	35.175517082214355	ON	4	2	D4(62)	2	115	3.3
ff	35.175519943237305	ON	4	0	C4(60)	2	115	3.3
ff	35.17552185058594	ON	3	28	A3(57)	2	115	4.9
ff	35.175524950027466	ON	3	30	B3(59)	2	115	3.3
ff	35.1755268573761	ON	4	3	D#4(63)	2	115	1.6
ff	35.17552900314331	ON	4	4	E4(64)	2	115	6.6
ff	35.226136922836304	OFF	3	23	E3(52)	2	115	4.9
ff	35.22615098953247	OFF	3	19	C3(48)	2	115	3.3
ff	35.22615694999695	OFF	3	24	F3(53)	2	101	21.6
ff	35.226162910461426	OFF	4	3	D#4(63)	2	115	3.3
ff	35.22616791725159	OFF	4	4	E4(64)	2	111	11.6
ff	35.22617292404175	OFF	3	22	D#3(51)	2	107	14.9
ff	35.22617793083191	OFF	4	0	C4(60)	2	114	8.3
ff	35.22618389129639	OFF	4	2	D4(62)	2	111	11.6
ff	35.22618889808655	OFF	3	20	C#3(49)	2	106	16.6
ff	35.22619295120239	OFF	3	21	D3(50)	2	109	13.3
ff	35.226197719573975	OFF	3	30	B3(59)	2	115	6.6
ff	35.226202964782715	OFF	3	28	A3(57)	2	115	6.6
ff	35.226207971572876	OFF	3	18	B2(47)	2	100	23.3
ff	35.22621178627014	OFF	3	29	A#3(58)	2	109	13.3
ff	35.226248025894165	OFF	4	1	C#4(61)	2	107	14.9
ff	35.28134489059448	ON	3	29	A#3(58)	2	109	13.3
ff	35.33194875717163	ON	4	1	C#4(61)	2	115	1.6
ff	35.33196401596069	ON	4	2	D4(62)	2	115	1.6
ff	35.33196973800659	ON	4	3	D#4(63)	2	115	1.6
ff	35.33197498321533	ON	3	18	B2(47)	2	115	3.3
ff	35.33198094367981	ON	3	20	C#3(49)	2	115	1.6
ff	35.331984996795654	ON	3	22	D#3(51)	2	115	1.6
ff	35.33199071884155	ON	3	24	F3(53)	2	115	3.3
ff	35.33199596405029	ON	3	19	C3(48)	2	115	1.6
ff	35.332000732421875	ON	3	30	B3(59)	2	115	1.6
ff	35.332005977630615	ON	4	0	C4(60)	2	115	3.3
ff	35.332010984420776	ON	3	23	E3(52)	2	115	1.6
ff	35.33201599121094	ON	3	21	D3(50)	2	115	3.3
ff	35.33202004432678	ON	4	4	E4(64)	2	114	8.3
ff	35.332024812698364	ON	3	28	A3(57)	2	114	8.3
ff	35.332030057907104	OFF	3	23	E3(52)	2	115	1.6
ff	35.33203387260437	OFF	3	28	A3(57)	2	106	16.6
ff	35.38599681854248	OFF	3	19	C3(48)	2	115	4.9
ff	35.38600397109985	OFF	4	2	D4(62)	2	112	9.9
ff	35.3860068321228	OFF	3	21	D3(50)	2	115	6.6
ff	35.38600993156433	OFF	3	29	A#3(58)	2	82	51.6
ff	35.38601303100586	OFF	3	30	B3(59)	2	112	9.9
ff	35.38601493835449	OFF	4	0	C4(60)	2	115	6.6
ff	35.38601779937744	OFF	3	22	D#3(51)	2	111	11.6
ff	35.38601994514465	OFF	3	24	F3(53)	2	106	16.6
ff	35.38602304458618	OFF	3	18	B2(47)	2	104	18.3
ff	35.386024951934814	OFF	4	3	D#4(63)	2	115	4.9
ff	35.386027812957764	OFF	3	20	C#3(49)	2	107	14.9
ff	35.386029958724976	OFF	4	1	C#4(61)	2	107	14.9
ff	35.38603186607361	OFF	4	4	E4(64)	2	80	58.3
ff	35.4365017414093	ON	3	21	D3(50)	2	106	16.6
ff	35.4365119934082	OFF	3	21	D3(50)	2	91	34.9
ff	35.436517000198364	ON	4	1	C#4(61)	2	115	1.6
ff	35.43652105331421	ON	4	2	D4(62)	2	115	3.3
ff	35.436524868011475	ON	4	0	C4(60)	2	115	3.3
ff	35.43652892112732	ON	4	3	D#4(63)	2	115	1.6
ff	35.43653202056885	ON	3	30	B3(59)	2	115	3.3
ff	35.4365348815918	ON	4	4	E4(64)	2	115	6.6
ff	35.486615896224976	ON	3	28	A3(57)	2	115	4.9
ff	35.4866259098053	ON	3	22	D#3(51)	2	115	1.6
ff	35.48663091659546	ON	3	20	C#3(49)	2	115	3.3
ff	35.486634969711304	ON	3	24	F3(53)	2	115	3.3
ff	35.48663878440857	ON	3	19	C3(48)	2	115	1.6
ff	35.48664307594299	ON	3	18	B2(47)	2	111	11.6
ff	35.48664689064026	ON	3	23	E3(52)	2	115	4.9
ff	35.486653089523315	OFF	4	3	D#4(63)	2	115	3.3
ff	35.48665690422058	OFF	3	19	C3(48)	2	115	1.6
ff	35.486660957336426	OFF	3	24	F3(53)	2	106	16.6
ff	35.48666501045227	OFF	3	22	D#3(51)	2	101	21.6
ff	35.48666787147522	OFF	4	2	D4(62)	2	107	14.9
ff	35.48667287826538	OFF	3	30	B3(59)	2	112	9.9
ff	35.48667597770691	OFF	3	28	A3(57)	2	109	13.3
ff	35.48669385910034	OFF	4	4	E4(64)	2	98	24.9
ff	35.537813901901245	OFF	3	23	E3(52)	2	111	11.6
ff	35.537822008132935	OFF	4	0	C4(60)	2	109	13.3
ff	35.537824869155884	OFF	3	20	C#3(49)	2	93	31.6
ff	35.53782677650452	OFF	4	1	C#4(61)	2	112	9.9
ff	35.53782892227173	OFF	3	18	B2(47)	2	90	36.6
ff	35.58801007270813	ON	3	24	F3(53)	2	115	3.3
ff	35.5880229473114	ON	4	1	C#4(61)	2	115	1.6
ff	35.588030099868774	ON	4	0	C4(60)	2	115	1.6
ff	35.588034868240356	ON	4	2	D4(62)	2	115	3.3
ff	35.58803987503052	ON	3	22	D#3(51)	2	115	1.6
ff	35.58804488182068	ON	3	30	B3(59)	2	115	1.6
ff	35.58804988861084	ON	3	23	E3(52)	2	115	1.6
ff	35.588054895401	ON	4	4	E4(64)	2	115	3.3
ff	35.588058948516846	ON	3	20	C#3(49)	2	115	3.3
ff	35.638761043548584	ON	4	3	D#4(63)	2	115	3.3
ff	35.63876986503601	ON	3	19	C3(48)	2	115	1.6
ff	35.63877296447754	ON	3	21	D3(50)	2	115	3.3
ff	35.63877487182617	ON	3	29	A#3(58)	2	114	8.3
ff	35.63877892494202	ON	3	18	B2(47)	2	114	8.3
ff	35.63878107070923	OFF	3	29	A#3(58)	2	104	18.3
ff	35.638784885406494	OFF	4	3	D#4(63)	2	115	1.6
ff	35.63878679275513	OFF	3	19	C3(48)	2	115	6.6
ff	35.638789892196655	OFF	3	21	D3(50)	2	115	6.6
ff	35.638792991638184	OFF	3	20	C#3(49)	2	109	13.3
ff	35.638794898986816	OFF	3	23	E3(52)	2	115	6.6
ff	35.638797760009766	OFF	4	4	E4(64)	2	103	19.9
ff	35.63879990577698	OFF	3	22	D#3(51)	2	104	18.3
ff	35.63880205154419	OFF	3	18	B2(47)	2	93	31.6
ff	35.69388794898987	OFF	3	30	B3(59)	2	111	11.6
ff	35.69389486312866	OFF	4	1	C#4(61)	2	111	11.6
ff	35.693897008895874	OFF	4	2	D4(62)	2	111	11.6
ff	35.69389891624451	OFF	3	24	F3(53)	2	97	26.6
ff	35.693901777267456	OFF	4	0	C4(60)	2	103	19.9
ff	38.15121793746948	ON	4	13	C#5(73)	2	115	3.3
ff	38.15122580528259	ON	2	13	C#5(73)	3	115	3.3
ff	38.151227951049805	ON	4	1	C#4(61)	2	115	3.3
ff	38.15123105049133	ON	4	14	D5(74)	2	115	4.9
ff	38.20148801803589	ON	2	14	D5(74)	3	115	6.6
ff	38.201495885849	ON	2	1	C#4(61)	3	115	3.3
ff	38.20149898529053	ON	4	3	D#4(63)	2	115	1.6
ff	38.20150089263916	ON	3	30	B3(59)	2	115	4.9
ff	38.201502084732056	ON	2	3	D#4(63)	3	115	1.6
ff	38.20150399208069	ON	4	0	C4(60)	2	115	4.9
ff	38.20150589942932	ON	4	5	F4(65)	2	114	8.3
ff	38.20150899887085	ON	4	11	B4(71)	2	115	6.6
ff	38.20151209831238	ON	4	15	D#5(75)	2	115	4.9
ff	38.20151400566101	ON	2	11	B4(71)	3	115	4.9
ff	38.201515913009644	ON	4	4	E4(64)	2	114	8.3
ff	38.201517820358276	ON	4	12	C5(72)	2	109	13.3
ff	38.20151996612549	ON	4	2	D4(62)	2	112	9.9
ff	38.20152187347412	ON	2	5	F4(65)	3	112	9.9
ff	38.20152401924133	ON	2	12	C5(72)	3	104	18.3
ff	38.201525926589966	ON	2	15	D#5(75)	3	115	4.9
ff	38.2015278339386	OFF	4	4	E4(64)	2	112	9.9
ff	38.20152997970581	OFF	4	3	D#4(63)	2	115	3.3
ff	38.20153307914734	OFF	4	2	D4(62)	2	107	14.9
ff	38.20153498649597	OFF	4	11	B4(71)	2	111	11.6
ff	38.201536893844604	OFF	4	0	C4(60)	2	98	24.9
ff	38.20153880119324	OFF	4	14	D5(74)	2	106	16.6
ff	38.20154094696045	OFF	2	3	D#4(63)	3	115	4.9
ff	38.20154285430908	OFF	4	12	C5(72)	2	97	26.6
ff	38.201545000076294	OFF	2	11	B4(71)	3	114	8.3
ff	38.20154690742493	OFF	4	15	D#5(75)	2	114	8.3
ff	38.25904083251953	OFF	4	13	C#5(73)	2	107	14.9
ff	38.259050130844116	OFF	2	14	D5(74)	3	100	23.3
ff	38.259052753448486	OFF	2	15	D#5(75)	3	94	29.9
ff	38.259055852890015	OFF	3	30	B3(59)	2	103	19.9
ff	38.25905895233154	OFF	2	1	C#4(61)	3	107	14.9
ff	38.259061098098755	OFF	4	1	C#4(61)	2	111	11.6
ff	38.259063959121704	OFF	4	5	F4(65)	2	104	18.3
ff	38.25906491279602	OFF	2	13	C#5(73)	3	96	28.3
ff	38.25906682014465	OFF	2	5	F4(65)	3	96	28.3
ff	38.31137013435364	OFF	2	12	C5(72)	3	75	96.6
ff	38.31137704849243	ON	4	0	C4(60)	2	115	3.3
ff	38.31137990951538	ON	4	1	C#4(61)	2	115	4.9
ff	38.311381816864014	ON	3	30	B3(59)	2	115	3.3
ff	38.311383962631226	ON	4	13	C#5(73)	2	115	3.3
ff	38.31138491630554	ON	4	15	D#5(75)	2	115	0.0
ff	38.311386823654175	ON	2	13	C#5(73)	3	115	3.3
ff	38.31138896942139	ON	2	15	D#5(75)	3	115	1.6
ff	38.3113911151886	ON	4	2	D4(62)	2	115	3.3
ff	38.31139278411865	ON	4	3	D#4(63)	2	115	1.6
ff	38.31139373779297	ON	4	6	F#4(66)	2	115	4.9
ff	38.31139588356018	ON	2	3	D#4(63)	3	115	0.0
ff	38.31139802932739	ON	4	4	E4(64)	2	115	6.6
ff	38.31140208244324	ON	4	14	D5(74)	2	115	4.9
ff	38.31140494346619	ON	4	16	E5(76)	2	115	4.9
ff	38.31140685081482	ON	2	1	C#4(61)	3	114	8.3
ff	38.31140899658203	ON	2	14	D5(74)	3	115	4.9
ff	38.311410903930664	ON	4	12	C5(72)	2	115	3.3
ff	38.31141209602356	ON	2	4	E4(64)	3	115	6.6
ff	38.31142592430115	ON	2	6	F#4(66)	3	115	6.6
ff	38.31142783164978	ON	2	12	C5(72)	3	115	3.3
ff	38.31142997741699	ON	2	16	E5(76)	3	115	6.6
ff	38.311431884765625	ON	1	30	B3(59)	3	112	9.9
ff	38.31143403053284	ON	2	2	D4(62)	3	115	6.6
ff	38.31143593788147	ON	4	5	F4(65)	2	115	6.6
ff	38.3114378452301	ON	4	17	F5(77)	2	114	8.3
ff	38.311439990997314	ON	2	0	C4(60)	3	112	9.9
ff	38.31144189834595	ON	2	5	F4(65)	3	114	8.3
ff	38.31144404411316	ON	4	9	A4(69)	2	115	4.9
ff	38.31144571304321	ON	4	11	B4(71)	2	115	3.3
ff	38.311447858810425	ON	2	11	B4(71)	3	115	3.3
ff	38.31145000457764	ON	2	9	A4(69)	3	114	8.3
ff	38.36170697212219	OFF	4	11	B4(71)	2	115	3.3
ff	38.36171293258667	OFF	4	17	F5(77)	2	92	33.3
ff	38.3617160320282	OFF	2	0	C4(60)	3	90	36.6
ff	38.36171770095825	OFF	2	11	B4(71)	3	115	6.6
ff	38.361719846725464	OFF	2	2	D4(62)	3	103	19.9
ff	38.361721992492676	OFF	4	5	F4(65)	2	109	13.3
ff	38.36172389984131	OFF	4	14	D5(74)	2	103	19.9
ff	38.36172604560852	OFF	2	5	F4(65)	3	109	13.3
