set	t_s	kind	node	sensor	note	ch	vel_emitted	dt_ms
ff	26.439222812652588	ON	1	25	F#3(54)	3	115	6.6
ff	26.439225912094116	ON	1	29	A#3(58)	3	115	4.9
ff	26.43922996520996	OFF	1	7	C2(36)	3	112	9.9
ff	26.439233779907227	ON	1	26	G3(55)	3	114	8.3
ff	26.439236879348755	ON	1	27	G#3(56)	3	115	1.6
ff	26.439239978790283	ON	1	28	A3(57)	3	114	8.3
ff	26.439242839813232	OFF	1	4	A1(33)	3	97	26.6
ff	26.439244747161865	OFF	1	5	A#1(34)	3	109	13.3
ff	26.439247846603394	OFF	1	8	C#2(37)	3	111	11.6
ff	26.439250946044922	ON	1	30	B3(59)	3	106	16.6
ff	26.439253091812134	OFF	1	9	D2(38)	3	94	29.9
ff	26.439255952835083	OFF	1	6	B1(35)	3	98	24.9
ff	26.489372968673706	OFF	1	2	G1(31)	3	82	53.3
ff	26.489382028579712	OFF	1	25	F#3(54)	3	77	69.9
ff	26.48938488960266	OFF	1	27	G#3(56)	3	115	6.6
ff	26.489387035369873	OFF	1	30	B3(59)	3	79	61.6
ff	26.542011976242065	OFF	1	28	A3(57)	3	79	61.6
ff	26.54201889038086	OFF	1	26	G3(55)	3	86	43.3
ff	26.542020797729492	OFF	1	29	A#3(58)	3	107	14.9
ff	26.592108964920044	ON	1	5	A#1(34)	3	115	1.6
ff	26.592116117477417	ON	1	6	B1(35)	3	84	48.3
ff	26.592118740081787	ON	1	8	C#2(37)	3	115	1.6
ff	26.592120885849	ON	1	12	F2(41)	3	115	4.9
ff	26.59212303161621	ON	1	4	A1(33)	3	115	4.9
ff	26.592124938964844	ON	1	9	D2(38)	3	115	3.3
ff	26.592127084732056	ON	1	3	G#1(32)	3	115	4.9
ff	26.59212875366211	ON	1	7	C2(36)	3	115	3.3
ff	26.59213089942932	ON	1	11	E2(40)	3	115	1.6
ff	26.592132806777954	OFF	1	11	E2(40)	3	115	3.3
ff	26.64327573776245	OFF	1	9	D2(38)	3	96	28.3
ff	26.643287897109985	OFF	1	12	F2(41)	3	80	56.6
ff	26.643290996551514	OFF	1	3	G#1(32)	3	112	9.9
ff	26.643294095993042	ON	1	21	D3(50)	3	115	4.9
ff	26.643296718597412	OFF	1	7	C2(36)	3	107	14.9
ff	26.643298864364624	ON	1	19	C3(48)	3	115	3.3
ff	26.643301963806152	OFF	1	8	C#2(37)	3	109	13.3
ff	26.643303871154785	ON	1	23	E3(52)	3	115	4.9
ff	26.643306016921997	ON	1	24	F3(53)	3	114	8.3
ff	26.69474697113037	OFF	1	5	A#1(34)	3	107	14.9
ff	26.694755792617798	ON	1	22	D#3(51)	3	111	11.6
ff	26.694761037826538	OFF	1	4	A1(33)	3	93	31.6
ff	26.694764852523804	OFF	1	6	B1(35)	3	92	33.3
ff	26.69476890563965	OFF	1	22	D#3(51)	3	91	34.9
ff	26.694772005081177	OFF	1	23	E3(52)	3	106	16.6
ff	26.745487928390503	OFF	1	19	C3(48)	3	103	19.9
ff	26.745499849319458	OFF	1	21	D3(50)	3	94	29.9
ff	26.74550485610962	OFF	1	24	F3(53)	3	75	103.2
ff	26.797152757644653	ON	1	1	F#1(30)	3	115	3.3
ff	26.797161102294922	ON	1	0	F1(29)	3	115	3.3
ff	26.797163724899292	ON	1	2	G1(31)	3	115	4.9
ff	26.79716682434082	ON	1	5	A#1(34)	3	115	3.3
ff	26.79716992378235	ON	1	6	B1(35)	3	115	4.9
ff	26.79717206954956	ON	1	9	D2(38)	3	115	3.3
ff	26.79717493057251	ON	1	4	A1(33)	3	111	11.6
ff	26.847975969314575	OFF	1	4	A1(33)	3	103	19.9
ff	26.84798812866211	ON	1	16	A2(45)	3	115	3.3
ff	26.847993850708008	ON	1	17	A#2(46)	3	115	3.3
ff	26.847999095916748	ON	1	20	C#3(49)	3	115	3.3
ff	26.84800386428833	ON	1	21	D3(50)	3	115	4.9
ff	26.848007917404175	ON	1	18	B2(47)	3	115	4.9
ff	26.848012924194336	ON	1	19	C3(48)	3	115	6.6
ff	26.900463819503784	ON	1	23	E3(52)	3	115	6.6
ff	26.900471925735474	OFF	1	5	A#1(34)	3	111	11.6
ff	26.900475025177002	OFF	1	9	D2(38)	3	98	24.9
ff	26.90047788619995	OFF	1	0	F1(29)	3	101	21.6
ff	26.9004807472229	OFF	1	1	F#1(30)	3	107	14.9
ff	26.90048384666443	OFF	1	2	G1(31)	3	98	24.9
ff	26.90048599243164	OFF	1	6	B1(35)	3	98	24.9
ff	26.951380014419556	OFF	1	19	C3(48)	3	109	13.3
ff	26.951390027999878	OFF	1	18	B2(47)	3	88	39.9
ff	26.951410055160522	OFF	1	16	A2(45)	3	101	21.6
ff	26.95141577720642	OFF	1	17	A#2(46)	3	104	18.3
ff	27.004002809524536	OFF	1	20	C#3(49)	3	101	21.6
ff	27.004011154174805	OFF	1	23	E3(52)	3	77	69.9
ff	27.004013776779175	OFF	1	21	D3(50)	3	85	46.6
ff	28.765397787094116	ON	4	2	D4(62)	2	115	4.9
ff	28.81661605834961	ON	4	12	C5(72)	2	115	3.3
ff	28.81673502922058	ON	3	19	C3(48)	2	115	1.6
ff	28.816739797592163	ON	4	4	E4(64)	2	115	4.9
ff	28.81674289703369	ON	3	7	C2(36)	2	115	6.6
ff	28.81674599647522	ON	3	9	D2(38)	2	115	4.9
ff	28.816747903823853	OFF	4	4	E4(64)	2	106	16.6
ff	28.866874933242798	OFF	3	7	C2(36)	2	85	46.6
ff	28.866880893707275	OFF	3	9	D2(38)	2	107	14.9
ff	28.866883993148804	OFF	3	19	C3(48)	2	109	13.3
ff	28.866885900497437	OFF	4	12	C5(72)	2	106	16.6
ff	28.866888999938965	OFF	4	2	D4(62)	2	103	19.9
ff	28.91753888130188	ON	4	12	C5(72)	2	115	4.9
ff	28.91754698753357	ON	4	2	D4(62)	2	107	14.9
ff	28.972672700881958	ON	3	7	C2(36)	2	115	6.6
ff	28.97268271446228	ON	3	19	C3(48)	2	115	1.6
ff	29.02437472343445	OFF	3	19	C3(48)	2	111	11.6
ff	29.024385929107666	OFF	3	7	C2(36)	2	79	61.6
ff	29.0243878364563	OFF	4	12	C5(72)	2	107	14.9
ff	29.024390935897827	OFF	4	2	D4(62)	2	104	18.3
ff	29.075989723205566	ON	4	2	D4(62)	2	104	18.3
ff	29.07599902153015	ON	4	12	C5(72)	2	115	4.9
ff	29.127286911010742	ON	4	10	A#4(70)	2	115	4.9
ff	29.127296924591064	ON	3	7	C2(36)	2	114	8.3
ff	29.127298831939697	ON	3	19	C3(48)	2	115	1.6
ff	29.127301931381226	OFF	4	10	A#4(70)	2	114	8.3
ff	29.17930507659912	OFF	4	12	C5(72)	2	107	14.9
ff	29.17931079864502	OFF	4	2	D4(62)	2	107	14.9
ff	29.17931294441223	OFF	3	19	C3(48)	2	104	18.3
ff	29.179330825805664	OFF	3	7	C2(36)	2	89	38.3
ff	29.22979211807251	ON	4	12	C5(72)	2	115	4.9
ff	29.229803800582886	ON	4	2	D4(62)	2	115	3.3
ff	29.281053066253662	ON	3	19	C3(48)	2	115	1.6
ff	29.334009885787964	OFF	4	12	C5(72)	2	109	13.3
ff	29.334016799926758	OFF	4	2	D4(62)	2	106	16.6
ff	29.38443613052368	OFF	3	19	C3(48)	2	107	14.9
ff	29.384445905685425	ON	4	2	D4(62)	2	93	31.6
ff	29.436407804489136	ON	4	12	C5(72)	2	115	3.3
ff	29.43641996383667	ON	3	19	C3(48)	2	115	1.6
ff	29.436424016952515	ON	3	7	C2(36)	2	115	4.9
ff	29.43642783164978	ON	4	6	F#4(66)	2	115	4.9
ff	29.48718810081482	OFF	4	6	F#4(66)	2	107	14.9
ff	29.539140939712524	OFF	4	12	C5(72)	2	103	19.9
ff	29.594947814941406	OFF	4	2	D4(62)	2	101	21.6
ff	29.594958782196045	OFF	3	7	C2(36)	2	75	79.9
ff	29.64721703529358	OFF	3	19	C3(48)	2	78	64.9
ff	30.391915798187256	ON	3	28	A3(57)	2	115	3.3
ff	30.391925811767578	ON	4	7	G4(67)	2	115	1.6
ff	30.391928911209106	ON	3	14	G2(43)	2	115	1.6
ff	30.447057962417603	ON	3	0	F1(29)	2	115	4.9
ff	30.447065830230713	ON	3	2	G1(31)	2	115	3.3
ff	30.447069883346558	ON	3	12	F2(41)	2	115	1.6
ff	30.447072744369507	ON	3	3	G#1(32)	2	115	3.3
ff	30.498613119125366	OFF	4	7	G4(67)	2	115	6.6
ff	30.498624801635742	OFF	3	3	G#1(32)	2	115	6.6
ff	30.498628854751587	OFF	3	12	F2(41)	2	104	18.3
ff	30.498631954193115	OFF	3	14	G2(43)	2	107	14.9
ff	30.498636960983276	OFF	3	28	A3(57)	2	106	16.6
ff	30.49863886833191	OFF	3	0	F1(29)	2	103	19.9
ff	30.49864101409912	OFF	3	2	G1(31)	2	76	76.6
ff	30.54932999610901	ON	3	28	A3(57)	2	115	6.6
ff	30.549344778060913	ON	4	7	G4(67)	2	115	1.6
ff	30.599605083465576	ON	4	1	C#4(61)	2	115	4.9
ff	30.599617958068848	ON	3	14	G2(43)	2	115	1.6
ff	30.59962511062622	ON	3	2	G1(31)	2	114	8.3
ff	30.599629878997803	OFF	4	1	C#4(61)	2	100	23.3
ff	30.599634885787964	OFF	4	7	G4(67)	2	107	14.9
ff	30.652249813079834	OFF	3	28	A3(57)	2	103	19.9
ff	30.652259826660156	OFF	3	14	G2(43)	2	109	13.3
ff	30.703815937042236	OFF	3	2	G1(31)	2	103	19.9
ff	30.703829050064087	ON	3	2	G1(31)	2	100	23.3
ff	30.703852891921997	ON	4	7	G4(67)	2	115	1.6
ff	30.703857898712158	ON	3	28	A3(57)	2	115	4.9
ff	30.703863859176636	ON	3	14	G2(43)	2	115	4.9
ff	30.75404405593872	ON	3	3	G#1(32)	2	114	8.3
ff	30.754055976867676	OFF	4	7	G4(67)	2	112	9.9
ff	30.807520866394043	OFF	3	3	G#1(32)	2	101	21.6
ff	30.807531118392944	OFF	3	28	A3(57)	2	107	14.9
ff	30.807533979415894	OFF	3	14	G2(43)	2	104	18.3
ff	30.807536840438843	OFF	3	2	G1(31)	2	88	39.9
ff	30.858080863952637	ON	4	7	G4(67)	2	115	1.6
ff	30.858089923858643	ON	3	28	A3(57)	2	115	6.6
ff	30.858092784881592	ON	3	2	G1(31)	2	115	6.6
ff	30.85809588432312	ON	3	14	G2(43)	2	115	3.3
ff	30.858098030090332	ON	4	1	C#4(61)	2	114	8.3
ff	30.910659790039062	OFF	4	1	C#4(61)	2	103	19.9
ff	30.91066598892212	OFF	4	7	G4(67)	2	114	8.3
ff	30.91066884994507	OFF	3	28	A3(57)	2	107	14.9
ff	30.964374780654907	OFF	3	14	G2(43)	2	101	21.6
ff	30.96438479423523	OFF	3	2	G1(31)	2	106	16.6
ff	31.015723943710327	ON	3	28	A3(57)	2	115	1.6
ff	31.015738010406494	ON	4	7	G4(67)	2	115	1.6
ff	31.01574397087097	ON	4	9	A4(69)	2	115	3.3
ff	31.01574993133545	ON	3	14	G2(43)	2	115	3.3
ff	31.01575469970703	ON	4	6	F#4(66)	2	115	6.6
ff	31.015758991241455	ON	3	2	G1(31)	2	115	3.3
ff	31.06836986541748	OFF	4	6	F#4(66)	2	98	24.9
ff	31.068378925323486	OFF	4	7	G4(67)	2	114	8.3
ff	31.122091054916382	OFF	3	28	A3(57)	2	106	16.6
ff	31.12210178375244	OFF	4	9	A4(69)	2	98	24.9
ff	31.12210488319397	OFF	3	14	G2(43)	2	109	13.3
ff	31.122107982635498	OFF	3	2	G1(31)	2	109	13.3
ff	31.172613859176636	ON	4	7	G4(67)	2	115	1.6
ff	31.172624826431274	ON	3	28	A3(57)	2	115	1.6
ff	31.172627925872803	ON	3	14	G2(43)	2	115	1.6
ff	31.172629833221436	ON	3	2	G1(31)	2	115	4.9
ff	31.224178075790405	OFF	4	7	G4(67)	2	107	14.9
ff	31.27551794052124	OFF	3	28	A3(57)	2	104	18.3
ff	31.27555799484253	OFF	3	14	G2(43)	2	107	14.9
ff	31.275562047958374	OFF	3	2	G1(31)	2	107	14.9
ff	31.325889825820923	ON	3	28	A3(57)	2	115	3.3
ff	31.325896978378296	ON	4	7	G4(67)	2	115	1.6
ff	31.32589888572693	ON	3	2	G1(31)	2	115	4.9
ff	31.37852692604065	ON	3	14	G2(43)	2	115	1.6
ff	31.37853503227234	OFF	4	7	G4(67)	2	114	8.3
ff	31.42930293083191	OFF	3	28	A3(57)	2	104	18.3
ff	31.4293110370636	OFF	3	14	G2(43)	2	106	16.6
ff	31.429313898086548	OFF	3	2	G1(31)	2	111	11.6
ff	31.47964596748352	ON	3	28	A3(57)	2	115	3.3
ff	31.47965383529663	ON	3	0	F1(29)	2	115	6.6
ff	31.529775857925415	ON	3	2	G1(31)	2	115	4.9
ff	31.529783964157104	ON	3	12	F2(41)	2	115	3.3
ff	31.529786825180054	ON	3	14	G2(43)	2	115	3.3
ff	31.529789924621582	ON	4	7	G4(67)	2	115	1.6
ff	31.52979278564453	ON	4	1	C#4(61)	2	115	4.9
ff	31.52979588508606	ON	3	3	G#1(32)	2	115	1.6
ff	31.52979803085327	ON	3	8	C#2(37)	2	115	6.6
ff	31.52980089187622	OFF	4	1	C#4(61)	2	103	19.9
ff	31.580195903778076	OFF	3	3	G#1(32)	2	115	3.3
ff	31.580204963684082	OFF	3	8	C#2(37)	2	89	38.3
ff	31.580209016799927	OFF	3	12	F2(41)	2	106	16.6
ff	31.580212116241455	OFF	3	14	G2(43)	2	107	14.9
ff	31.58021378517151	OFF	3	28	A3(57)	2	107	14.9
ff	31.63135075569153	OFF	4	7	G4(67)	2	98	24.9
ff	31.631364822387695	OFF	3	2	G1(31)	2	101	21.6
ff	31.631370782852173	OFF	3	0	F1(29)	2	103	19.9
ff	31.899585723876953	ON	1	6	B1(35)	3	107	14.9
ff	31.951251983642578	ON	1	7	C2(36)	3	111	11.6
ff	31.9512619972229	ON	3	17	A#2(46)	2	115	3.3
ff	31.95126485824585	ON	4	15	D#5(75)	2	115	1.6
ff	31.951268911361694	ON	4	4	E4(64)	2	115	4.9
ff	31.951271057128906	ON	4	6	F#4(66)	2	115	3.3
ff	31.951273918151855	ON	3	5	A#1(34)	2	115	3.3
ff	31.95127582550049	ON	2	11	B4(71)	3	115	1.6
ff	31.9512779712677	ON	4	5	F4(65)	2	115	3.3
ff	32.003072023391724	ON	4	16	E5(76)	2	111	11.6
ff	32.00308275222778	ON	4	17	F5(77)	2	109	13.3
ff	32.00309205055237	OFF	2	11	B4(71)	3	111	11.6
ff	32.00311589241028	OFF	4	5	F4(65)	2	109	13.3
ff	32.00311994552612	OFF	4	4	E4(64)	2	107	14.9
ff	32.00312399864197	OFF	4	15	D#5(75)	2	115	6.6
ff	32.00312685966492	OFF	4	16	E5(76)	2	91	34.9
ff	32.05426287651062	OFF	4	6	F#4(66)	2	106	16.6
ff	32.05427289009094	OFF	1	7	C2(36)	3	100	23.3
ff	32.05427694320679	OFF	3	17	A#2(46)	2	109	13.3
ff	32.054280042648315	OFF	3	5	A#1(34)	2	107	14.9
ff	32.054282903671265	OFF	4	17	F5(77)	2	80	58.3
ff	32.0542848110199	OFF	1	6	B1(35)	3	83	49.9
ff	32.10538101196289	ON	3	5	A#1(34)	2	115	3.3
ff	32.10538983345032	ON	4	6	F#4(66)	2	115	3.3
ff	32.105392932891846	ON	3	17	A#2(46)	2	115	1.6
ff	32.105396032333374	ON	4	18	F#5(78)	2	115	3.3
ff	32.15628099441528	ON	2	12	C5(72)	3	111	11.6
ff	32.15629291534424	ON	2	11	B4(71)	3	115	4.9
ff	32.15629601478577	ON	4	12	C5(72)	2	109	13.3
ff	32.156298875808716	OFF	2	11	B4(71)	3	112	9.9
ff	32.21036696434021	OFF	2	12	C5(72)	3	100	23.3
ff	32.21037697792053	OFF	4	18	F#5(78)	2	106	16.6
ff	32.21037983894348	OFF	3	17	A#2(46)	2	109	13.3
ff	32.210383892059326	OFF	4	6	F#4(66)	2	106	16.6
ff	32.21038603782654	OFF	4	12	C5(72)	2	80	58.3
ff	32.21038794517517	OFF	3	5	A#1(34)	2	106	16.6
ff	32.260740995407104	ON	3	5	A#1(34)	2	115	3.3
ff	32.26075291633606	ON	3	17	A#2(46)	2	115	1.6
ff	32.26081705093384	ON	4	6	F#4(66)	2	115	3.3
ff	32.26082801818848	ON	4	18	F#5(78)	2	115	3.3
ff	32.26082992553711	ON	2	12	C5(72)	3	111	11.6
ff	32.3143630027771	ON	1	7	C2(36)	3	114	8.3
ff	32.31438088417053	OFF	2	12	C5(72)	3	109	13.3
ff	32.36738395690918	OFF	3	17	A#2(46)	2	109	13.3
ff	32.36742401123047	OFF	4	18	F#5(78)	2	107	14.9
ff	32.36742687225342	OFF	1	7	C2(36)	3	82	51.6
ff	32.36742901802063	OFF	4	6	F#4(66)	2	107	14.9
ff	32.36743092536926	OFF	3	5	A#1(34)	2	104	18.3
ff	32.41821098327637	ON	4	20	G#5(80)	2	115	4.9
ff	32.46982479095459	ON	4	8	G#4(68)	2	115	1.6
ff	32.469834089279175	ON	4	18	F#5(78)	2	115	4.9
ff	32.46983790397644	ON	2	14	D5(74)	3	115	6.6
ff	32.46984100341797	ON	4	6	F#4(66)	2	115	4.9
ff	32.4698441028595	ON	3	20	C#3(49)	2	115	1.6
ff	32.46984672546387	ON	2	16	E5(76)	3	112	9.9
ff	32.469849824905396	ON	1	9	D2(38)	3	115	4.9
ff	32.46985197067261	ON	3	8	C#2(37)	2	115	4.9
ff	32.469855070114136	ON	2	17	F5(77)	3	109	13.3
ff	32.469857931137085	OFF	4	6	F#4(66)	2	109	13.3
ff	32.5200457572937	OFF	2	16	E5(76)	3	106	16.6
ff	32.52005696296692	OFF	4	8	G#4(68)	2	106	16.6
ff	32.52006006240845	OFF	4	18	F#5(78)	2	93	31.6
ff	32.5200629234314	OFF	4	20	G#5(80)	2	106	16.6
ff	32.520065784454346	OFF	3	8	C#2(37)	2	88	39.9
ff	32.52006793022156	OFF	3	20	C#3(49)	2	111	11.6
ff	32.520071029663086	OFF	2	14	D5(74)	3	87	41.6
ff	32.572943925857544	OFF	1	9	D2(38)	3	94	29.9
ff	32.5729558467865	OFF	2	17	F5(77)	3	75	88.2
ff	32.62354278564453	ON	4	10	A#4(70)	2	115	1.6
ff	32.62355375289917	ON	2	16	E5(76)	3	115	4.9
ff	32.62355899810791	ON	4	15	D#5(75)	2	115	1.6
ff	32.62356209754944	ON	4	17	F5(77)	2	115	1.6
ff	32.62356495857239	ON	3	22	D#3(51)	2	115	1.6
ff	32.62356686592102	ON	4	22	A#5(82)	2	115	4.9
ff	32.62356901168823	ON	3	10	D#2(39)	2	115	3.3
ff	32.62357211112976	ON	3	17	A#2(46)	2	115	1.6
ff	32.623573780059814	ON	4	18	F#5(78)	2	115	6.6
ff	32.623575925827026	ON	3	18	B2(47)	2	115	3.3
ff	32.623579025268555	ON	4	19	G5(79)	2	115	1.6
ff	32.623581886291504	ON	3	12	F2(41)	2	115	1.6
ff	32.623584032058716	ON	3	13	F#2(42)	2	115	1.6
ff	32.623586893081665	ON	3	15	G#2(44)	2	115	1.6
ff	32.62358999252319	ON	3	19	C3(48)	2	115	1.6
ff	32.623591899871826	ON	4	12	C5(72)	2	114	8.3
ff	32.62359404563904	ON	4	16	E5(76)	2	114	8.3
ff	32.62362885475159	ON	3	14	G2(43)	2	115	3.3
ff	32.6236310005188	ON	3	16	A2(45)	2	115	3.3
ff	32.62363290786743	ON	3	21	D3(50)	2	115	4.9
ff	32.675012826919556	OFF	3	15	G#2(44)	2	115	4.9
ff	32.67502188682556	OFF	4	19	G5(79)	2	115	4.9
ff	32.675025939941406	OFF	3	14	G2(43)	2	111	11.6
ff	32.675031900405884	OFF	4	15	D#5(75)	2	115	3.3
ff	32.67503380775452	OFF	4	16	E5(76)	2	94	29.9
ff	32.67503809928894	OFF	4	22	A#5(82)	2	112	9.9
ff	32.67504000663757	OFF	3	16	A2(45)	2	112	9.9
ff	32.67504286766052	OFF	3	19	C3(48)	2	114	8.3
ff	32.675045013427734	OFF	3	13	F#2(42)	2	103	19.9
ff	32.675047874450684	OFF	4	10	A#4(70)	2	106	16.6
ff	32.67505192756653	OFF	3	17	A#2(46)	2	112	9.9
ff	32.67505383491516	OFF	2	16	E5(76)	3	100	23.3
ff	32.67505693435669	OFF	4	12	C5(72)	2	107	14.9
ff	32.67506003379822	OFF	4	18	F#5(78)	2	101	21.6
ff	32.67506289482117	OFF	3	18	B2(47)	2	90	36.6
ff	32.675065994262695	OFF	3	10	D#2(39)	2	97	26.6
ff	32.67506790161133	OFF	3	12	F2(41)	2	89	38.3
ff	32.67507004737854	OFF	3	21	D3(50)	2	109	13.3
ff	32.7262499332428	OFF	4	17	F5(77)	2	78	64.9
ff	32.72625684738159	OFF	3	22	D#3(51)	2	104	18.3
ff	32.77771711349487	ON	4	18	F#5(78)	2	115	1.6
ff	32.77772808074951	ON	4	19	G5(79)	2	115	1.6
ff	32.77773189544678	ON	4	17	F5(77)	2	115	3.3
ff	32.77773690223694	ON	4	22	A#5(82)	2	115	3.3
ff	32.77773976325989	ON	4	16	E5(76)	2	115	3.3
ff	32.77774381637573	ON	4	20	G#5(80)	2	115	3.3
ff	32.77774691581726	ON	4	21	A5(81)	2	115	3.3
ff	32.777750730514526	ON	4	14	D5(74)	2	115	4.9
ff	32.777753829956055	ON	4	12	C5(72)	2	111	11.6
ff	32.82808780670166	ON	4	11	B4(71)	2	115	3.3
ff	32.82810091972351	ON	3	13	F#2(42)	2	115	1.6
ff	32.82810592651367	ON	3	23	E3(52)	2	115	1.6
ff	32.82811093330383	ON	3	16	A2(45)	2	115	4.9
ff	32.82811784744263	ON	3	17	A#2(46)	2	115	1.6
ff	32.82812285423279	ON	3	14	G2(43)	2	115	4.9
ff	32.82812809944153	ON	3	15	G#2(44)	2	115	1.6
ff	32.82813382148743	OFF	4	16	E5(76)	2	114	8.3
ff	32.82813906669617	ON	3	18	B2(47)	2	115	6.6
ff	32.82814383506775	OFF	4	17	F5(77)	2	107	14.9
ff	32.82814908027649	OFF	4	20	G#5(80)	2	109	13.3
ff	32.828152894973755	ON	3	19	C3(48)	2	115	3.3
ff	32.828157901763916	ON	3	24	F3(53)	2	115	6.6
ff	32.82816290855408	OFF	4	19	G5(79)	2	115	6.6
ff	32.82816791534424	OFF	4	21	A5(81)	2	111	11.6
ff	32.828173875808716	OFF	4	14	D5(74)	2	111	11.6
ff	32.82817792892456	OFF	4	11	B4(71)	2	114	8.3
ff	32.82818293571472	OFF	4	12	C5(72)	2	93	31.6
ff	32.82818794250488	OFF	4	22	A#5(82)	2	103	19.9
ff	32.828192710876465	OFF	3	15	G#2(44)	2	115	3.3
ff	32.828197956085205	OFF	3	19	C3(48)	2	115	4.9
ff	32.82820200920105	OFF	3	16	A2(45)	2	111	11.6
ff	32.828205823898315	OFF	3	14	G2(43)	2	106	16.6
ff	32.88093090057373	OFF	3	23	E3(52)	2	115	6.6
ff	32.880942821502686	OFF	3	24	F3(53)	2	98	24.9
ff	32.88094902038574	OFF	3	18	B2(47)	2	94	29.9
ff	32.880953788757324	OFF	3	13	F#2(42)	2	109	13.3
ff	32.880959033966064	OFF	3	17	A#2(46)	2	112	9.9
ff	32.88096380233765	OFF	4	18	F#5(78)	2	88	39.9
ff	32.98468995094299	ON	4	20	G#5(80)	2	115	1.6
ff	32.98469591140747	ON	4	22	A#5(82)	2	115	3.3
ff	32.984699010849	ON	4	25	C#6(85)	2	115	1.6
ff	32.98470211029053	ON	4	21	A5(81)	2	115	1.6
ff	32.98470401763916	ON	4	19	G5(79)	2	115	1.6
ff	32.98470592498779	ON	4	23	B5(83)	2	115	0.0
ff	32.984707832336426	ON	4	16	E5(76)	2	115	4.9
ff	32.984726905822754	ON	4	14	D5(74)	2	115	6.6
ff	32.98472881317139	ON	4	17	F5(77)	2	115	6.6
ff	32.9847309589386	ON	3	25	F#3(54)	2	115	3.3
ff	32.98473286628723	ON	4	26	D6(86)	2	111	11.6
ff	32.98473596572876	ON	3	22	D#3(51)	2	115	3.3
ff	32.98473787307739	ON	3	30	B3(59)	2	115	3.3
ff	32.984739780426025	ON	3	23	E3(52)	2	115	1.6
ff	32.98474192619324	OFF	4	23	B5(83)	2	115	4.9
ff	32.984745025634766	ON	3	20	C#3(49)	2	115	6.6
ff	32.98474717140198	ON	3	21	D3(50)	2	115	6.6
ff	32.98474884033203	ON	3	26	G3(55)	2	115	3.3
ff	32.98475098609924	ON	3	24	F3(53)	2	115	4.9
ff	32.984752893447876	ON	4	0	C4(60)	2	115	6.6
ff	32.98475503921509	OFF	4	19	G5(79)	2	114	8.3
ff	33.03847575187683	OFF	3	20	C#3(49)	2	111	11.6
ff	33.038487911224365	OFF	4	14	D5(74)	2	109	13.3
ff	33.03849506378174	OFF	4	21	A5(81)	2	103	19.9
ff	33.03849983215332	OFF	3	22	D#3(51)	2	115	6.6
ff	33.03850507736206	OFF	4	22	A#5(82)	2	103	19.9
ff	33.03850984573364	ON	4	24	C6(84)	2	85	44.9
ff	33.03851509094238	OFF	3	23	E3(52)	2	115	6.6
ff	33.038519859313965	OFF	4	17	F5(77)	2	109	13.3
ff	33.038524866104126	OFF	4	0	C4(60)	2	101	21.6
ff	33.03852987289429	OFF	4	24	C6(84)	2	114	8.3
ff	33.03853487968445	OFF	3	25	F#3(54)	2	107	14.9
ff	33.03853988647461	OFF	4	16	E5(76)	2	106	16.6
ff	33.0385479927063	OFF	3	30	B3(59)	2	112	9.9
ff	33.03855299949646	OFF	4	26	D6(86)	2	103	19.9
ff	33.038557052612305	OFF	3	24	F3(53)	2	98	24.9
ff	33.03856182098389	OFF	4	20	G#5(80)	2	92	33.3
ff	33.03857898712158	OFF	4	25	C#6(85)	2	106	16.6
ff	33.03858184814453	OFF	3	26	G3(55)	2	109	13.3
ff	33.09222888946533	OFF	3	21	D3(50)	2	98	24.9
ff	33.142475843429565	ON	4	25	C#6(85)	2	115	1.6
ff	33.142488956451416	ON	3	26	G3(55)	2	115	1.6
ff	33.14249610900879	ON	4	17	F5(77)	2	115	1.6
ff	33.14250087738037	ON	3	28	A3(57)	2	115	1.6
ff	33.14250707626343	ON	3	29	A#3(58)	2	115	1.6
ff	33.14251184463501	ON	3	30	B3(59)	2	115	1.6
ff	33.14251708984375	ON	4	2	D4(62)	2	115	3.3
ff	33.14252185821533	ON	4	27	D#6(87)	2	115	1.6
ff	33.14252591133118	ON	3	27	G#3(56)	2	115	1.6
ff	33.14253091812134	ON	4	0	C4(60)	2	115	1.6
ff	33.1425359249115	ON	4	23	B5(83)	2	115	1.6
ff	33.14254093170166	ON	3	25	F#3(54)	2	115	3.3
ff	33.14254593849182	ON	4	28	E6(88)	2	115	4.9
ff	33.14255094528198	ON	4	24	C6(84)	2	115	3.3
ff	33.142555952072144	ON	4	4	E4(64)	2	115	3.3
ff	33.14256000518799	ON	4	21	A5(81)	2	115	6.6
ff	33.14256501197815	ON	4	26	D6(86)	2	114	8.3
ff	33.142569065093994	ON	3	24	F3(53)	2	114	8.3
ff	33.142573833465576	OFF	4	23	B5(83)	2	115	1.6
ff	33.14257788658142	ON	4	19	G5(79)	2	115	4.9
ff	33.19445490837097	OFF	4	24	C6(84)	2	114	8.3
ff	33.19446682929993	OFF	4	4	E4(64)	2	115	4.9
ff	33.19447302818298	OFF	4	28	E6(88)	2	109	13.3
ff	33.194477796554565	OFF	3	27	G#3(56)	2	115	4.9
ff	33.194483041763306	OFF	3	25	F#3(54)	2	115	4.9
ff	33.19448781013489	OFF	3	29	A#3(58)	2	114	8.3
ff	33.19449305534363	OFF	4	25	C#6(85)	2	111	11.6
ff	33.19449782371521	OFF	4	27	D#6(87)	2	114	8.3
